feature name,raster name,raster group,band description,year,period,feature_area_ha,valid_pixel_area_ha,min,max,std,mean,p1,p5,p10,p25,p75,p90,p95,p99
MRC/MWCP,eii_soknot_ts_2010,unknown,struc,unknown,unknown,428082.6303,428429.7138,0.511957049,0.986315906,0.071999252,0.82815063,0.62751009,0.692617291,0.728115195,0.789347485,0.879099086,0.90207153,0.921100271,0.973120881
Harmony in Habitat (HIH) - Tsavo,eii_soknot_ts_2010,unknown,struc,unknown,unknown,660185.7824,660328.5369,0.796950698,0.995768487,0.03754833,0.961601496,0.82896476,0.87520709,0.905508542,0.949568868,0.986768901,0.992341936,0.994088161,0.995187805
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",eii_soknot_ts_2010,unknown,struc,unknown,unknown,308640.3885,309255.9271,0.947836816,0.993826032,0.00712307,0.983665347,0.962929535,0.969222307,0.972053289,0.980963588,0.98789686,0.992294669,0.99310869,0.993674147
Harmony in Habitat (HIH) - Mau,eii_soknot_ts_2010,unknown,struc,unknown,unknown,168550.7956,168973.7185,0.6178689,0.932471395,0.082235873,0.811146736,0.623465091,0.647881031,0.679549664,0.755433947,0.877852395,0.904834211,0.914865077,0.928444102
BMZ II (TZ),eii_soknot_ts_2010,unknown,struc,unknown,unknown,254278.8993,254343.8999,0.718779445,0.985787928,0.055953782,0.909488797,0.782343781,0.80946244,0.822943592,0.871048421,0.959800243,0.978011096,0.982788163,0.984701453
REDAA,eii_soknot_ts_2010,unknown,struc,unknown,unknown,99249.12992,99232.0383,0.95968914,0.992423475,0.007866884,0.975388408,0.962221947,0.964056218,0.965857685,0.969702065,0.981405497,0.987564242,0.989600527,0.991551092
IWT and Darwin innovation project,eii_soknot_ts_2010,unknown,func,unknown,unknown,96800.3271,96538.05006,0.656010032,1,0.081790671,0.899531543,0.702819145,0.754462898,0.78305912,0.850512624,0.987197936,1,1,1
FLR - Amboseli,eii_soknot_ts_2010,unknown,func,unknown,unknown,25138.82358,25144.9445,0.764263213,1,0.042807244,0.982789278,0.812894869,0.866574728,0.935695219,0.992493451,1,1,1,1
Siana Dispersal Area - More Space 4 Wildlife,eii_soknot_ts_2010,unknown,func,unknown,unknown,64548.62886,63960.00828,0.909256637,1,0.010882143,0.997543812,0.938309789,0.986240029,0.999749064,1,1,1,1,1
OTTO - Support to Nasaru Conservancy,eii_soknot_ts_2010,unknown,func,unknown,unknown,69697.25079,69332.78251,0.853544652,1,0.027499078,0.985227525,0.898653491,0.919883215,0.939768338,0.984600961,1,1,1,1
Land for Life,eii_soknot_ts_2010,unknown,func,unknown,unknown,886805.3359,887395.6172,0.692759752,1,0.066729084,0.958897769,0.74965585,0.80068742,0.853045785,0.930447936,1,1,1,1
Pachyderm,eii_soknot_ts_2010,unknown,func,unknown,unknown,807810.2672,808856.2193,0.896307111,1,0.00667667,0.999043882,0.9614048,1,1,1,1,1,1,1
MRC/MWCP,eii_soknot_ts_2010,unknown,func,unknown,unknown,428082.6303,428429.7138,0.947099864,1,0.002014406,0.999865592,0.999128297,1,1,1,1,1,1,1
Harmony in Habitat (HIH) - Tsavo,eii_soknot_ts_2010,unknown,func,unknown,unknown,660185.7824,660328.5369,0.692814946,1,0.058516998,0.968340755,0.760150168,0.844379365,0.872937298,0.958512723,1,1,1,1
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",eii_soknot_ts_2010,unknown,func,unknown,unknown,308640.3885,309255.9271,0.560250282,1,0.111552939,0.890182614,0.607599047,0.688086432,0.728171587,0.799349546,1,1,1,1
Harmony in Habitat (HIH) - Mau,eii_soknot_ts_2010,unknown,func,unknown,unknown,168550.7956,168973.7185,0.829564571,1,0.060818877,0.947500646,0.836721271,0.837995514,0.846920282,0.891670585,1,1,1,1
BMZ II (TZ),eii_soknot_ts_2010,unknown,func,unknown,unknown,254278.8993,254343.8999,0.587473452,1,0.058383517,0.981074035,0.681994138,0.872031325,0.943350601,1,1,1,1,1
REDAA,eii_soknot_ts_2010,unknown,func,unknown,unknown,99249.12992,99232.0383,0.581830919,0.988306463,0.091108367,0.787555516,0.596651899,0.643513578,0.677114654,0.720040947,0.871064037,0.909107149,0.928546709,0.967587645
IWT and Darwin innovation project,eii_soknot_ts_2010,unknown,eii,unknown,unknown,96800.3271,96538.05006,0.227638319,0.984267771,0.154153809,0.548587739,0.445867431,0.461586565,0.467484236,0.475600421,0.521162868,0.948403716,0.964192748,0.974948621
FLR - Amboseli,eii_soknot_ts_2010,unknown,eii,unknown,unknown,25138.82358,25144.9445,0.179398239,0.958038449,0.233890906,0.57844466,0.217665708,0.253596914,0.272152781,0.450530857,0.797700942,0.94817673,0.95054853,0.95591429
Siana Dispersal Area - More Space 4 Wildlife,eii_soknot_ts_2010,unknown,eii,unknown,unknown,64548.62886,63960.00828,0.419894606,0.964343727,0.094245285,0.522554696,0.438239318,0.473634124,0.48706907,0.49440217,0.510030687,0.518641829,0.746108532,0.958888197
OTTO - Support to Nasaru Conservancy,eii_soknot_ts_2010,unknown,eii,unknown,unknown,69697.25079,69332.78251,0.29231739,0.905669868,0.053225175,0.494322389,0.367109225,0.45065667,0.460934991,0.476454616,0.507098198,0.519850934,0.533880985,0.88709033
Land for Life,eii_soknot_ts_2010,unknown,eii,unknown,unknown,886805.3359,887395.6172,0.142476931,0.986449182,0.187346578,0.592901647,0.418111336,0.465118772,0.475551295,0.488822937,0.5326069,0.967441702,0.978022063,0.984595518
Pachyderm,eii_soknot_ts_2010,unknown,eii,unknown,unknown,807810.2672,808856.2193,0.001015923,0.991450667,0.182985783,0.852573097,0.446962625,0.469032943,0.486216158,0.887837529,0.964775801,0.979395032,0.985217631,0.989172757
MRC/MWCP,eii_soknot_ts_2010,unknown,eii,unknown,unknown,428082.6303,428429.7138,0.185849249,0.940357506,0.135827288,0.581254423,0.223422308,0.405674127,0.467290729,0.519109368,0.601027876,0.810394633,0.868948877,0.90057801
Harmony in Habitat (HIH) - Tsavo,eii_soknot_ts_2010,unknown,eii,unknown,unknown,660185.7824,660328.5369,0.240668684,0.996288121,0.237380326,0.735963821,0.391092356,0.41008701,0.413429147,0.464961544,0.953630477,0.973524058,0.983527958,0.995045129
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",eii_soknot_ts_2010,unknown,eii,unknown,unknown,308640.3885,309255.9271,0.165280566,0.980241716,0.117009304,0.490578085,0.230893901,0.403627747,0.429407549,0.449818343,0.500650138,0.52878381,0.659493834,0.958887258
Harmony in Habitat (HIH) - Mau,eii_soknot_ts_2010,unknown,eii,unknown,unknown,168550.7956,168973.7185,0.485917181,0.920587838,0.091808952,0.759206176,0.576777503,0.602298379,0.621009111,0.669910282,0.834650949,0.865817517,0.872329935,0.898381293
BMZ II (TZ),eii_soknot_ts_2010,unknown,eii,unknown,unknown,254278.8993,254343.8999,0.001015803,0.981157243,0.204926223,0.736624181,0.323927226,0.445256183,0.462220702,0.525397122,0.923294127,0.947148359,0.958413491,0.970618781
REDAA,eii_soknot_ts_2010,unknown,eii,unknown,unknown,99249.12992,99232.0383,0.312906116,0.64386934,0.022233896,0.470632523,0.431236714,0.440105617,0.445735872,0.456539601,0.484131694,0.502012587,0.508947563,0.519006369
IWT and Darwin innovation project,eii_soknot_ts_2015,unknown,comp,unknown,unknown,96800.3271,96538.05006,0.206274763,0.985668957,0.117747292,0.510035753,0.417855508,0.449691108,0.45790441,0.46699141,0.482022002,0.585980761,0.947565544,0.981368618
FLR - Amboseli,eii_soknot_ts_2015,unknown,comp,unknown,unknown,25138.82358,25144.9445,0.192991182,0.753266931,0.103700884,0.458796948,0.220185487,0.24850018,0.264634949,0.431031704,0.529329598,0.554312217,0.57207638,0.743815563
Siana Dispersal Area - More Space 4 Wildlife,eii_soknot_ts_2015,unknown,comp,unknown,unknown,64548.62886,63960.00828,0.416244715,0.979878902,0.099841014,0.498390347,0.436123484,0.459260315,0.463786185,0.468616903,0.481874108,0.492265731,0.741789758,0.973222613
OTTO - Support to Nasaru Conservancy,eii_soknot_ts_2015,unknown,comp,unknown,unknown,69697.25079,69332.78251,0.290219754,0.97440052,0.061275396,0.473499447,0.341559111,0.434563172,0.443233514,0.45752871,0.483481973,0.494567001,0.502951932,0.963814838
Land for Life,eii_soknot_ts_2015,unknown,comp,unknown,unknown,886805.3359,887395.6172,0.158315673,0.994450271,0.207051352,0.579463303,0.332520765,0.446186543,0.45585674,0.465474039,0.497104943,0.979212523,0.983176887,0.987276423
Pachyderm,eii_soknot_ts_2015,unknown,comp,unknown,unknown,807810.2672,808856.2193,0.004890621,1,0.203552529,0.868254244,0.42710793,0.446111619,0.465480357,0.953012824,0.984738052,0.989610851,0.991526365,0.993083596
MRC/MWCP,eii_soknot_ts_2015,unknown,comp,unknown,unknown,428082.6303,428429.7138,0.196152449,1,0.170464754,0.597298563,0.236967734,0.302630886,0.455250615,0.542926461,0.592561334,0.957950902,0.967521203,0.973377467
Harmony in Habitat (HIH) - Tsavo,eii_soknot_ts_2015,unknown,comp,unknown,unknown,660185.7824,660328.5369,0.234991342,0.999878705,0.269533336,0.750074267,0.390166229,0.393689936,0.397168881,0.438913748,0.986954868,0.993464899,0.995785517,0.99919273
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",eii_soknot_ts_2015,unknown,comp,unknown,unknown,308640.3885,309255.9271,0.173156857,0.987830579,0.056160618,0.458891392,0.236277327,0.395161867,0.413620621,0.447954863,0.477492571,0.497044086,0.539338648,0.572213209
Harmony in Habitat (HIH) - Mau,eii_soknot_ts_2015,unknown,comp,unknown,unknown,168550.7956,168973.7185,0.503731132,1,0.129161194,0.870704651,0.616847128,0.639997602,0.653593659,0.81064488,0.975195557,0.984382153,0.988371134,1
BMZ II (TZ),eii_soknot_ts_2015,unknown,comp,unknown,unknown,254278.8993,254343.8999,0.004890621,1,0.232263297,0.737453938,0.318675265,0.449537662,0.460928258,0.511103779,0.975003794,0.981395483,0.984234014,0.988524701
REDAA,eii_soknot_ts_2015,unknown,comp,unknown,unknown,99249.12992,99232.0383,0.343623519,0.626896083,0.013488606,0.474978477,0.45724387,0.466535634,0.469014692,0.47147271,0.47733447,0.479000932,0.480314893,0.485654005
IWT and Darwin innovation project,eii_soknot_ts_2015,unknown,struc,unknown,unknown,96800.3271,96538.05006,0.941583753,0.992230952,0.009237899,0.975092232,0.946764296,0.954508007,0.961239111,0.972259909,0.980348766,0.985002959,0.987195027,0.990123084
FLR - Amboseli,eii_soknot_ts_2015,unknown,struc,unknown,unknown,25138.82358,25144.9445,0.936253667,0.974823117,0.00588654,0.965336919,0.943302035,0.954379427,0.958545709,0.963248432,0.968995988,0.970550573,0.971922886,0.974148467
Siana Dispersal Area - More Space 4 Wildlife,eii_soknot_ts_2015,unknown,struc,unknown,unknown,64548.62886,63960.00828,0.832170188,0.97601366,0.027783521,0.925032914,0.848573649,0.872949898,0.888528705,0.90709573,0.947161138,0.957498133,0.961538136,0.966635764
OTTO - Support to Nasaru Conservancy,eii_soknot_ts_2015,unknown,struc,unknown,unknown,69697.25079,69332.78251,0.87848866,0.990732431,0.028878326,0.964366078,0.882989202,0.90341239,0.918991482,0.946629167,0.986441851,0.988702297,0.989445722,0.990244229
Land for Life,eii_soknot_ts_2015,unknown,struc,unknown,unknown,886805.3359,887395.6172,0.821445704,0.99616313,0.010695517,0.979164839,0.948308349,0.955602378,0.963667095,0.976343542,0.985457748,0.989103615,0.991489589,0.994697464
Pachyderm,eii_soknot_ts_2015,unknown,struc,unknown,unknown,807810.2672,808856.2193,0.782291472,0.991879821,0.035083059,0.943696022,0.838683372,0.877623498,0.897525322,0.919230103,0.970803022,0.985239947,0.988598728,0.99132812
MRC/MWCP,eii_soknot_ts_2015,unknown,struc,unknown,unknown,428082.6303,428429.7138,0.467210293,0.986108482,0.074150026,0.819046915,0.613657987,0.679691723,0.717374492,0.777952224,0.871722251,0.893020076,0.908782262,0.972538288
Harmony in Habitat (HIH) - Tsavo,eii_soknot_ts_2015,unknown,struc,unknown,unknown,660185.7824,660328.5369,0.787829161,0.995646298,0.038602188,0.960482895,0.824542165,0.871549034,0.902748096,0.948628247,0.986348391,0.991998041,0.99389931,0.995062122
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",eii_soknot_ts_2015,unknown,struc,unknown,unknown,308640.3885,309255.9271,0.936253667,0.993726313,0.00781357,0.983216166,0.959098709,0.967407167,0.97065568,0.980745673,0.987817824,0.992219687,0.993023634,0.993569875
Harmony in Habitat (HIH) - Mau,eii_soknot_ts_2015,unknown,struc,unknown,unknown,168550.7956,168973.7185,0.5994187,0.902899444,0.078940496,0.778811455,0.605988741,0.629519418,0.65756762,0.72207059,0.845638245,0.872526884,0.884206101,0.895593017
BMZ II (TZ),eii_soknot_ts_2015,unknown,struc,unknown,unknown,254278.8993,254343.8999,0.708871484,0.985003591,0.05721553,0.90579325,0.774954085,0.804049593,0.818023694,0.866919458,0.956926763,0.975849354,0.980549818,0.982383738
REDAA,eii_soknot_ts_2015,unknown,struc,unknown,unknown,99249.12992,99232.0383,0.956834614,0.992246866,0.008129519,0.974679232,0.961395519,0.962972927,0.964952314,0.968734205,0.981057405,0.987313163,0.98938359,0.991348484
IWT and Darwin innovation project,eii_soknot_ts_2015,unknown,func,unknown,unknown,96800.3271,96538.05006,0.573541164,1,0.111841895,0.771077812,0.579279077,0.596861184,0.616596222,0.695132494,0.825455368,0.946986675,1,1
FLR - Amboseli,eii_soknot_ts_2015,unknown,func,unknown,unknown,25138.82358,25144.9445,0.584573925,1,0.133921087,0.837856174,0.599625506,0.619908035,0.63964529,0.736853719,0.994683146,1,1,1
Siana Dispersal Area - More Space 4 Wildlife,eii_soknot_ts_2015,unknown,func,unknown,unknown,64548.62886,63960.00828,0.810809135,1,0.01972184,0.994944036,0.900340497,0.960527658,0.996487498,1,1,1,1,1
OTTO - Support to Nasaru Conservancy,eii_soknot_ts_2015,unknown,func,unknown,unknown,69697.25079,69332.78251,0.595405459,1,0.075820602,0.784808815,0.618571169,0.678723741,0.692628419,0.725625217,0.848319054,0.87742703,0.8964517,0.967937512
Land for Life,eii_soknot_ts_2015,unknown,func,unknown,unknown,886805.3359,887395.6172,0.602293313,1,0.091536283,0.926558733,0.687727847,0.739738214,0.773125684,0.870652378,1,1,1,1
Pachyderm,eii_soknot_ts_2015,unknown,func,unknown,unknown,807810.2672,808856.2193,0.784890652,1,0.022873336,0.993889391,0.87788558,0.94766891,0.995575845,1,1,1,1,1
MRC/MWCP,eii_soknot_ts_2015,unknown,func,unknown,unknown,428082.6303,428429.7138,0.867644787,1,0.005394277,0.999567866,0.993578285,1,1,1,1,1,1,1
Harmony in Habitat (HIH) - Tsavo,eii_soknot_ts_2015,unknown,func,unknown,unknown,660185.7824,660328.5369,0.71133709,1,0.075056247,0.944902301,0.735754344,0.7831617,0.83247931,0.894267023,1,1,1,1
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",eii_soknot_ts_2015,unknown,func,unknown,unknown,308640.3885,309255.9271,0.452796012,1,0.12929371,0.740419447,0.469592372,0.563200521,0.588031936,0.638370603,0.830318272,0.943141532,0.993441492,1
Harmony in Habitat (HIH) - Mau,eii_soknot_ts_2015,unknown,func,unknown,unknown,168550.7956,168973.7185,0.443096429,1,0.066649206,0.958191454,0.778133497,0.835308149,0.854555935,0.931013361,1,1,1,1
BMZ II (TZ),eii_soknot_ts_2015,unknown,func,unknown,unknown,254278.8993,254343.8999,0.605303407,1,0.059945222,0.979470611,0.678963471,0.869938496,0.934949094,0.999869034,1,1,1,1
REDAA,eii_soknot_ts_2015,unknown,func,unknown,unknown,99249.12992,99232.0383,0.536966622,0.916094124,0.068030618,0.68390584,0.553587644,0.580575979,0.591637075,0.633485377,0.725986034,0.767083764,0.800751561,0.854847214
IWT and Darwin innovation project,eii_soknot_ts_2015,unknown,eii,unknown,unknown,96800.3271,96538.05006,0.198070288,0.984210551,0.117395557,0.496290237,0.411409664,0.423588425,0.430478275,0.443364561,0.479057193,0.593302429,0.731536746,0.972623241
FLR - Amboseli,eii_soknot_ts_2015,unknown,eii,unknown,unknown,25138.82358,25144.9445,0.182687134,0.774720669,0.1142167,0.457353085,0.208114638,0.232801667,0.251251346,0.418987364,0.551858962,0.572153389,0.588335097,0.765783541
Siana Dispersal Area - More Space 4 Wildlife,eii_soknot_ts_2015,unknown,eii,unknown,unknown,64548.62886,63960.00828,0.428394169,0.964264214,0.094851218,0.515075564,0.448070639,0.47467503,0.480775267,0.485930741,0.5009588,0.509603441,0.750875115,0.956021428
OTTO - Support to Nasaru Conservancy,eii_soknot_ts_2015,unknown,eii,unknown,unknown,69697.25079,69332.78251,0.275297105,0.905281246,0.056353383,0.464884907,0.316760544,0.420801693,0.428723276,0.442686915,0.480282724,0.49690544,0.505942106,0.861653543
Land for Life,eii_soknot_ts_2015,unknown,eii,unknown,unknown,886805.3359,887395.6172,0.139804199,0.986401677,0.187470838,0.583095908,0.334998065,0.453108668,0.46255188,0.477688879,0.521598816,0.952313638,0.971191084,0.984332647
Pachyderm,eii_soknot_ts_2015,unknown,eii,unknown,unknown,807810.2672,808856.2193,0.001015902,0.991118252,0.183369339,0.845723629,0.443472415,0.467856288,0.482954234,0.868092537,0.962283194,0.978482723,0.984804153,0.988879979
MRC/MWCP,eii_soknot_ts_2015,unknown,eii,unknown,unknown,428082.6303,428429.7138,0.176433608,0.938758135,0.132127926,0.568799913,0.22203975,0.292374745,0.456249541,0.512369275,0.593909144,0.768589401,0.852476943,0.892935169
Harmony in Habitat (HIH) - Tsavo,eii_soknot_ts_2015,unknown,eii,unknown,unknown,660185.7824,660328.5369,0.231809661,0.996176779,0.235866621,0.720512986,0.386530709,0.400520509,0.410063046,0.456140026,0.937889874,0.968832886,0.978851038,0.994277192
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",eii_soknot_ts_2015,unknown,eii,unknown,unknown,308640.3885,309255.9271,0.159907833,0.772936881,0.060810309,0.442872435,0.227865901,0.374960354,0.396928847,0.421563208,0.465011775,0.497506893,0.56060909,0.590968182
Harmony in Habitat (HIH) - Mau,eii_soknot_ts_2015,unknown,eii,unknown,unknown,168550.7956,168973.7185,0.4401021,0.911102474,0.093626142,0.742477357,0.559005558,0.589584991,0.612787306,0.659922376,0.816150725,0.865617067,0.881242126,0.899094969
BMZ II (TZ),eii_soknot_ts_2015,unknown,eii,unknown,unknown,254278.8993,254343.8999,0.001015792,0.978356361,0.199641317,0.712301731,0.322543011,0.447331354,0.463131109,0.527317733,0.909759104,0.944232804,0.956950086,0.969151548
REDAA,eii_soknot_ts_2015,unknown,eii,unknown,unknown,99249.12992,99232.0383,0.322836429,0.58937192,0.019663528,0.449032664,0.416490548,0.424214798,0.428230691,0.43747437,0.458571285,0.466740668,0.472336814,0.481778401
IWT and Darwin innovation project,gpw_short.veg.height_egbt_m_30m_s_20090101_20091231_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 12-31,96800.3271,96798.74986,0,91,5.90001948,18.87299823,11,15,16,17,19,21,24,50
FLR - Amboseli,gpw_short.veg.height_egbt_m_30m_s_20090101_20091231_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 12-31,25138.82358,25139.26557,8,96,7.227216035,21.59151206,15,16,16,18,23,27,31,61
Siana Dispersal Area - More Space 4 Wildlife,gpw_short.veg.height_egbt_m_30m_s_20090101_20091231_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 12-31,64548.62886,64549.94275,11,74,4.449961293,18.76656901,13,14,15,16,20,23,27,37
OTTO - Support to Nasaru Conservancy,gpw_short.veg.height_egbt_m_30m_s_20090101_20091231_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 12-31,69697.25079,69696.43917,4,85,2.43952537,18.88665281,14,15,16,17,20,22,23,25
Land for Life,gpw_short.veg.height_egbt_m_30m_s_20090101_20091231_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 12-31,886805.3359,878946.3497,1,112,10.96581137,21.46318451,9,13,15,17,22,28,43,73
Pachyderm,gpw_short.veg.height_egbt_m_30m_s_20090101_20091231_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 12-31,807810.2672,807400.8194,0,108,7.667485649,20.44341283,13,15,16,17,21,26,33,61
MRC/MWCP,gpw_short.veg.height_egbt_m_30m_s_20090101_20091231_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 12-31,428082.6303,401870.5066,2,92,5.1976514,21.0156418,15,16,16,18,23,27,31,41
Harmony in Habitat (HIH) - Tsavo,gpw_short.veg.height_egbt_m_30m_s_20090101_20091231_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 12-31,660185.7824,660186.3646,0,100,2.926488103,17.89930176,13,15,15,17,19,20,20,29
